番組ID,番組分類,番組名,摘要,放映順,楽曲ID,楽曲名,歌手名
20416,"TV","アイドルマスター SideM","ED","2",109055,"Beyond The Dream","315 STARS"
20416,"TV","アイドルマスター SideM","ED","3",92966,"STARLIGHT CELEBRATE!","DRAMATIC STARS"
20416,"TV","アイドルマスター SideM","ED","4",109276,"TOMORROW DIAMOND","Beit"
20416,"TV","アイドルマスター SideM","ED","5",109361,"From Teacher To Future!","S.E.M"
20416,"TV","アイドルマスター SideM","ED","6",109524,"AFTER THE RAIN","W"
20416,"TV","アイドルマスター SideM","ED","7",94009,"JOKER➚オールマイティ","High×Joker"
20416,"TV","アイドルマスター SideM","ED","8",109059,"流星PARADE","DRAMATIC STARS,S.E.M,Jupiter"
20416,"TV","アイドルマスター SideM","ED","9",109922,"Over AGAIN","Jupiter"
20416,"TV","アイドルマスター SideM","ED","10",110056,"Sunset★Colors","High×Joker"
20416,"TV","アイドルマスター SideM","ED","12",110350,"ARRIVE TO STAR","DRAMATIC STARS"
20416,"TV","アイドルマスター SideM","ED","最終回に放映",110475,"DRIVE A LIVE(315 STARS ver.)","315 STARS"
20416,"TV","アイドルマスター SideM","ED","未放映話で使用",107569,"Reason!!","315 STARS"
21392,"TV","アイドルマスター SideM 理由あってMini!","ED","1",115804,"LET'S GO!!","315 STARS(フィジカルVer.)"
21392,"TV","アイドルマスター SideM 理由あってMini!","ED","2",116042,"Friendly Smile","315 STARS(メンタルVer.)"
21392,"TV","アイドルマスター SideM 理由あってMini!","ED","3",116425,"POKER FAITH","315 STARS(インテリVer.)"
21392,"TV","アイドルマスター SideM 理由あってMini!","ED","最終回に放映",110475,"DRIVE A LIVE(315 STARS ver.)","315 STARS"
17711,"TV","アイドルマスター シンデレラガールズ","OP","第1話のみ放映",91672,"お願い!シンデレラ","早見沙織,佳村はるか,津田美波,原田ひとみ,東山奈央,赤﨑千夏,竹達彩奈,牧野由依,桜咲千依"
17711,"TV","アイドルマスター シンデレラガールズ","OP","1",91148,"Star!!","CINDERELLA PROJECT"
17711,"TV","アイドルマスター シンデレラガールズ","OP","2",94197,"Shine!!","CINDERELLA PROJECT"
17711,"TV","アイドルマスター シンデレラガールズ","ED","第1話のみ放映",91673,"メッセージ","大橋彩香,福原綾香,原紗友里"
17711,"TV","アイドルマスター シンデレラガールズ","ED","1",91760,"夕映えプレゼント","CINDERELLA PROJECT"
17711,"TV","アイドルマスター シンデレラガールズ","ED","2",94147,"夢色ハーモニー","CINDERELLA PROJECT"
17711,"TV","アイドルマスター シンデレラガールズ","ED","スポット放映",92137,"Star!!(Piano Instrumental Version)","(インストゥルメンタル)"
17711,"TV","アイドルマスター シンデレラガールズ","ED","スポット放映",92380,"-LEGNE- 仇なす剣 光の旋律","内田真礼"
17711,"TV","アイドルマスター シンデレラガールズ","ED","スポット放映",92472,"Happy×2 Days","CANDY ISLAND"
17711,"TV","アイドルマスター シンデレラガールズ","ED","スポット放映",92587,"LET'S GO HAPPY!!","凸レーション"
17711,"TV","アイドルマスター シンデレラガールズ","ED","スポット放映",92673,"ØωØver!!","*(Asterisk)"
17711,"TV","アイドルマスター シンデレラガールズ","ED","スポット放映",92769,"Nation Blue","洲崎綾,福原綾香,上坂すみれ,内田真礼,青木瑠璃子"
17711,"TV","アイドルマスター シンデレラガールズ","ED","スポット放映",94428,"私色ギフト","凸レーション"
17711,"TV","アイドルマスター シンデレラガールズ","ED","スポット放映",94511,"Heart Voice","CANDY ISLAND"
17711,"TV","アイドルマスター シンデレラガールズ","ED","スポット放映",94634,"Wonder goes on!!","*(Asterisk)"
17711,"TV","アイドルマスター シンデレラガールズ","ED","スポット放映",95135,"心もよう","new generations"
17711,"TV","アイドルマスター シンデレラガールズ","ED","スポット放映",95381,"S(mile)ING!-LIVE MIX-","大橋彩香"
17711,"TV","アイドルマスター シンデレラガールズ","ED","最終回に放映",94197,"Shine!!","CINDERELLA PROJECT"
20022,"TV","アイドルマスター シンデレラガールズ劇場","ED","1",105691,"キラッ!満開スマイル","大橋彩香,津田美波,牧野由依,照井春佳,五十嵐裕美"
20022,"TV","アイドルマスター シンデレラガールズ劇場","ED","2",106264,"エチュードは1曲だけ","福原綾香,長島光那,松井恵理子,内田真礼,原田彩楓"
20022,"TV","アイドルマスター シンデレラガールズ劇場","ED","3",106790,"SUN♡FLOWER","原紗友里,和氣あず未,花守ゆみり,佳村はるか,松嵜麗"
20022,"TV","アイドルマスター シンデレラガールズ劇場","ED","4",108833,"Blooming Days","三宅麻理恵,種﨑敦美,大空直美,新田ひより,朝井彩加"
20022,"TV","アイドルマスター シンデレラガールズ劇場","ED","5",109406,"秋めいてDing Dong Dang!","上坂すみれ,今井麻夏,飯田友子,渕上舞,洲崎綾"
20022,"TV","アイドルマスター シンデレラガールズ劇場","ED","6",109970,"Snow*Love","久野美咲,のぐちゆり,山下七海,金子有希,高田憂希"
20022,"TV","アイドルマスター シンデレラガールズ劇場","ED","7",114028,"いとしーさー❤","竹達彩奈,青木瑠璃子,鈴木みのり,藤田茜,高橋花林"
20022,"TV","アイドルマスター シンデレラガールズ劇場","ED","8",114508,"なつっこ音頭","黒沢ともよ,山本希望,佐藤亜美菜,小市眞琴,春瀬なつみ"
20022,"TV","アイドルマスター シンデレラガールズ劇場","ED","9",114939,"さよならアロハ","安野希世乃,原田ひとみ,下地紫野,金子真由美,髙野麻美"
20022,"TV","アイドルマスター シンデレラガールズ劇場","ED","10",118033,"きゅん・きゅん・まっくす","藍原ことみ,中島由貴,都丸ちよ,高森奈津美,藤本彩花"
20022,"TV","アイドルマスター シンデレラガールズ劇場","ED","11",118771,"Max Beat","早見沙織,森下来奈,青木志貴,千菅春香,村中知"
20022,"TV","アイドルマスター シンデレラガールズ劇場","ED","12",119010,"TAKAMARI☆CLIMAXXX!!!!!","深川芹亜,武田羅梨沙多胡,神谷早矢佳,赤﨑千夏,杜野まこ"
20022,"TV","アイドルマスター シンデレラガールズ劇場","ED","スポット放映",106569,"モーレツ★世直しギルティ!","鈴木絵理,和氣あず未,のぐちゆり"
20022,"TV","アイドルマスター シンデレラガールズ劇場","ED","スポット放映",115204,"Dreaming Star","木村珠莉"
22672,"WA","アイドルマスター シンデレラガールズ劇場 Extra Stage","ED","1",123912,"Sing the Prologue♪","立花日菜,会沢紗弥,花谷麻妃,大坪由佳,鈴木絵理"
22672,"WA","アイドルマスター シンデレラガールズ劇場 Extra Stage","ED","2",126250,"ダイアモンド・アテンション","武田羅梨沙多胡,伊達朱里紗,都丸ちよ,生田輝,嘉山未紗"
22672,"WA","アイドルマスター シンデレラガールズ劇場 Extra Stage","ED","3",128155,"君のステージ衣装、本当は…","飯田友子,関口理咲,中澤ミナ,集貝はな,田辺留依"
22672,"WA","アイドルマスター シンデレラガールズ劇場 Extra Stage","ED","4",129754,"Life is HaRMONY","河瀬茉希,佐倉薫,天野聡美,M・A・O,松嵜麗"
22672,"WA","アイドルマスター シンデレラガールズ劇場 Extra Stage","ED","スポット放映",124261,"春恋フレーム","長島光那"
22672,"WA","アイドルマスター シンデレラガールズ劇場 Extra Stage","ED","スポット放映",125006,"私色のプレリュード","藤田茜"
22672,"WA","アイドルマスター シンデレラガールズ劇場 Extra Stage","ED","スポット放映",126089,"世界滅亡 or KISS","深川芹亜"
22672,"WA","アイドルマスター シンデレラガールズ劇場 Extra Stage","ED","スポット放映",127368,"オヤマトペ♪","藤本彩花"
22672,"WA","アイドルマスター シンデレラガールズ劇場 Extra Stage","ED","スポット放映",127369,"弾丸サバイバー","村中知"
22672,"WA","アイドルマスター シンデレラガールズ劇場 Extra Stage","ED","スポット放映",128030,"Shinobi 4.0 忍者のすゝめ","田澤茉純"
22672,"WA","アイドルマスター シンデレラガールズ劇場 Extra Stage","ED","スポット放映",128554,"プライスレス ドーナッCyu♡","都丸ちよ"
22672,"WA","アイドルマスター シンデレラガールズ劇場 Extra Stage","ED","スポット放映",129074,"思い出じゃない今日を","武田羅梨沙多胡"
22672,"WA","アイドルマスター シンデレラガールズ劇場 Extra Stage","ED","スポット放映",129324,"初夢をあなたと","森下来奈"
22672,"WA","アイドルマスター シンデレラガールズ劇場 Extra Stage","ED","スポット放映",129755,"Milky Mode","のぐちゆり"
22672,"WA","アイドルマスター シンデレラガールズ劇場 Extra Stage","ED","スポット放映",130352,"泡沫のアイオーン","田辺留依"
22672,"WA","アイドルマスター シンデレラガールズ劇場 Extra Stage","ED","スポット放映",130805,"満願成就♪巫女の神頼み!","新田ひより"
8856,"TV","アイドルマスター XENOGLOSSIA","OP","1",43551,"微熱S.O.S!!","橋本みゆき"
8856,"TV","アイドルマスター XENOGLOSSIA","OP","2",44949,"残酷よ希望となれ","結城アイラ"
8856,"TV","アイドルマスター XENOGLOSSIA","ED","1",43552,"悠久の旅人~Dear boy","Snow*"
8856,"TV","アイドルマスター XENOGLOSSIA","ED","スポット放映",43552,"悠久の旅人~Dear boy","Snow*"
8856,"TV","アイドルマスター XENOGLOSSIA","ED","最終回に放映",44949,"残酷よ希望となれ","結城アイラ"
20615,"TS","THE IDOLM@STER Prologue SideM -Episode of Jupiter-","OP","",71130,"Alice or Guilty(M@STER VERSION)","Jupiter"
16826,"MV","THE IDOLM@STER MOVIE 輝きの向こう側へ!","OP","",86713,"THE IDOLM@STER(MOVIE VERSION)","765PRO ALLSTARS"
16826,"MV","THE IDOLM@STER MOVIE 輝きの向こう側へ!","ED","",86528,"虹色ミラクル","765PRO ALLSTARS"
19500,"TV","アイドルメモリーズ","OP","",102423,"毎日がGood Day!","Project Frontier"
19500,"TV","アイドルメモリーズ","ED","",102848,"ソラカナタ","Project Frontier"
19500,"TV","アイドルメモリーズ","ED","最終回に放映",102423,"毎日がGood Day!","Project Frontier"
14,"TV","愛の学校クオレ物語","OP","1",1329,"クオレ物語","竹田えり,東京放送児童合唱団"
14,"TV","愛の学校クオレ物語","ED","1",3722,"白い日記","竹田えり,東京放送児童合唱団"
3484,"TS","愛の奇跡 ドクターノーマン物語","ED","",11492,"Santa Vida","スージー"
16,"TV","愛の若草物語","OP","1",3176,"若草の招待状","新田恵利"
16,"TV","愛の若草物語","OP","2",1016,"いつかきっと","潘恵子,佐久間レイ,荘真由美,山田栄子"
16,"TV","愛の若草物語","OP","3",1016,"いつかきっと","潘恵子,佐久間レイ,荘真由美,山田栄子"
16,"TV","愛の若草物語","ED","1",4059,"夕陽と風とメロディ","新田恵利"
16,"TV","愛の若草物語","ED","2",1209,"お父さまへのララバイ","下成佐登子"
6318,"TV","愛の若草山物語","OP","",27526,"Princes Lipp","24COLORS"
15644,"TV","あいまいみー","ED","",79479,"ギリギリ最強あいまいみー!","大坪由佳,内田彩,内田真礼"
19892,"TV","あいまいみー~Surgical Friends~","OP","",104068,"全員集合、あいまいみー!!!","大坪由佳,内田彩,内田真礼"
19892,"TV","あいまいみー~Surgical Friends~","ED","",104069,"ラッキーチャンスを逃さないで","大坪由佳,内田彩,内田真礼"
17353,"TV","あいまいみー~妄想カタストロフ~","OP","",89210,"全力炸裂あいまいみー!!","内田彩,内田真礼,大坪由佳"
17353,"TV","あいまいみー~妄想カタストロフ~","ED","最終回に放映",79479,"ギリギリ最強あいまいみー!","大坪由佳,内田彩,内田真礼"
4702,"TV","あぃまぃみぃ!ストロベリー・エッグ","OP","1",19009,"Dearest","三重野瞳"
4702,"TV","あぃまぃみぃ!ストロベリー・エッグ","ED","1",19010,"WHITE STATION","Ace File"
4702,"TV","あぃまぃみぃ!ストロベリー・エッグ","ED","最終回に放映",19009,"Dearest","三重野瞳"
5295,"TV","藍より青し","OP","1",22440,"永遠の花","石田燿子"
5295,"TV","藍より青し","OP","2",22440,"永遠の花","石田燿子"
5295,"TV","藍より青し","ED","1",22441,"名も知れぬ花","the Indigo"
5295,"TV","藍より青し","ED","スポット放映",23670,"朱い花","the Indigo"
5295,"TV","藍より青し","ED","スポット放映",24058,"I'll Be Home","雪乃五月"
5295,"TV","藍より青し","ED","最終回に放映",22440,"永遠の花","石田燿子"
6370,"TV","藍より青し~縁~","OP","",27742,"たからもの","石田燿子"
6370,"TV","藍より青し~縁~","ED","1",27988,"I Do!","the Indigo"
6370,"TV","藍より青し~縁~","ED","スポット放映",28001,"Presence","the Indigo"
6370,"TV","藍より青し~縁~","ED","最終回に放映",22440,"永遠の花","石田燿子"
21219,"TV","ISLAND","OP","1",113429,"永遠のひとつ","田村ゆかり"
21219,"TV","ISLAND","OP","スポット放映",114242,"Closing tears","田村ゆかり"
21219,"TV","ISLAND","ED","第1話のみ放映",113429,"永遠のひとつ","田村ゆかり"
21219,"TV","ISLAND","ED","1",113430,"Eternal Star","亜咲花"
21219,"TV","ISLAND","ED","スポット放映",114514,"Marine SNOW","亜咲花"
5988,"VD","I'll/CKBC","ED","1",25971,"右手","ELLEGARDEN"
5988,"VD","I'll/CKBC","ED","2",25972,"風の日","ELLEGARDEN"
16418,"TV","アウトブレイク・カンパニー","OP","",84280,"ユニバーページ","三森すずこ"
16418,"TV","アウトブレイク・カンパニー","ED","",84618,"私の宝石箱","渕上舞"
1767,"VD","アウトランダーズ","ED","",4712,"Starry eyes-星の瞳-","NA'MON"
15975,"MV","AURA~魔竜院光牙最後の闘い~","ED","",81557,"僕らのセカイ","CooRie"
22806,"MV","青い海と少年","ED","",7519,"インストゥルメンタル曲(曲名不明)","(インストゥルメンタル)"
6781,"VD","蒼い海のトリスティア","OP","",30669,"Do Your Dream","野川さくら"
6781,"VD","蒼い海のトリスティア","ED","",30671,"A Happy Life","タケカワユキヒデ"
3105,"MV","蒼い記憶 -満蒙開拓と少年たち-","ED","",9737,"もずが枯れ木で","白鳥英美子"
6314,"VD","蒼い告白","OP","",27520,"メランコリック・ブルー","矢部美佳"
6314,"VD","蒼い告白","ED","",27521,"メランコリック・ブルー","(インストゥルメンタル)"
15382,"TS","蒼い世界の中心で","OP","",78235,"retrospective world","岡本信彦,下野紘"
15382,"TS","蒼い世界の中心で","ED","",78236,"0と1の花","橘田いずみ,三森すずこ"
11516,"TV","青い花","OP","",57910,"青い花","空気公団"
11516,"TV","青い花","ED","1",57951,"センティフォリア","Ceui"
11516,"TV","青い花","ED","最終回に放映",57951,"センティフォリア","Ceui"
17,"TV","青いブリンク","OP","1",3640,"瞳のなかの未来","南野陽子"
17,"TV","青いブリンク","ED","1",3786,"負けないで、勇気","中山忍"
12051,"TV","青い文学","ED","",60653,"We say hello","Manami"
12257,"MV","青い文学シリーズ 人間失格","ED","",60653,"We say hello","Manami"
19642,"TV","あおおに~じ・あにめぇしょん~","ED","",102719,"キミこそ青鬼","マチゲリータ"
18,"TV","蒼き伝説シュート!","OP","1",1095,"エール~あなたの夢が叶うまで~","WENDY"
3587,"MV","蒼き伝説シュート!","OP","",3458,"素直でいたい","WENDY"
18,"TV","蒼き伝説シュート!","ED","1",3458,"素直でいたい","WENDY"
